ID,DateTime,Volume
1,2019/1/1 0:00,856
2,2019/1/1 0:00,665
3,2019/1/1 0:00,386
4,2019/1/1 0:00,2791
5,2019/1/1 0:00,1124
6,2019/1/1 0:00,19315
7,2019/1/1 0:00,1177
8,2019/1/1 0:00,854
9,2019/1/1 0:00,3606
10,2019/1/1 0:00,3697
11,2019/1/1 0:00,724
12,2019/1/1 0:00,2187
13,2019/1/1 0:00,1119
14,2019/1/1 0:00,2344
15,2019/1/1 0:00,2664
16,2019/1/1 0:00,3294
17,2019/1/1 0:00,5149
18,2019/1/1 0:00,13545
19,2019/1/1 0:00,467
20,2019/1/1 0:00,1644
21,2019/1/1 0:00,1066
22,2019/1/1 0:00,873
23,2019/1/1 0:00,2725
24,2019/1/1 0:00,1232
25,2019/1/1 0:00,1577
26,2019/1/1 0:00,1480
27,2019/1/1 0:00,2051
28,2019/1/1 0:00,4977
29,2019/1/1 0:00,1837
30,2019/1/1 0:00,2415
31,2019/1/1 0:00,2145
32,2019/1/1 0:00,2191
33,2019/1/1 0:00,2947
34,2019/1/1 0:00,927
35,2019/1/1 0:00,5024
36,2019/1/1 0:00,1430
37,2019/1/1 0:00,5829
38,2019/1/1 0:00,1457
39,2019/1/1 0:00,5501
40,2019/1/1 0:00,0
41,2019/1/1 0:00,0
42,2019/1/1 0:00,2258
43,2019/1/1 0:00,1216
44,2019/1/1 0:00,451
45,2019/1/1 0:00,384
46,2019/1/1 0:00,3828
47,2019/1/1 0:00,719
48,2019/1/1 0:00,3333
49,2019/1/1 0:00,1104
50,2019/1/1 0:00,1668
51,2019/1/1 0:00,2102
52,2019/1/1 0:00,1834
53,2019/1/1 0:00,1636
54,2019/1/1 0:00,1538
55,2019/1/1 0:00,5621
56,2019/1/1 0:00,1386
57,2019/1/1 0:00,1144
58,2019/1/1 0:00,1950
59,2019/1/1 0:00,1603
60,2019/1/1 0:00,1172
61,2019/1/1 0:00,2012
62,2019/1/1 0:00,2077
63,2019/1/1 0:00,5801
64,2019/1/1 0:00,408
65,2019/1/1 0:00,3288
66,2019/1/1 0:00,2219
67,2019/1/1 0:00,2031
68,2019/1/1 0:00,542
69,2019/1/1 0:00,1319
70,2019/1/1 0:00,0
71,2019/1/1 0:00,1525
72,2019/1/1 0:00,4172
73,2019/1/1 0:00,618
74,2019/1/1 0:00,6443
75,2019/1/1 0:00,4658
76,2019/1/1 0:00,5588
77,2019/1/1 0:00,3301
78,2019/1/1 0:00,579
79,2019/1/1 0:00,987
80,2019/1/1 0:00,6051
81,2019/1/1 0:00,1927
82,2019/1/1 0:00,1868
83,2019/1/1 0:00,0
84,2019/1/1 0:00,864
85,2019/1/1 0:00,2726
86,2019/1/1 0:00,3242
87,2019/1/1 0:00,3099
88,2019/1/1 0:00,2715
89,2019/1/1 0:00,2353
90,2019/1/1 0:00,3646
91,2019/1/1 0:00,2053
92,2019/1/1 0:00,1959
93,2019/1/1 0:00,1567
94,2019/1/1 0:00,1943
95,2019/1/1 0:00,1259
96,2019/1/1 0:00,0
97,2019/1/1 0:00,0
98,2019/1/1 0:00,2036
99,2019/1/1 0:00,0
100,2019/1/1 0:00,3375
101,2019/1/1 0:00,4761
102,2019/1/1 0:00,660
103,2019/1/1 0:00,4543
104,2019/1/1 0:00,280
105,2019/1/1 0:00,15127
106,2019/1/1 0:00,4916
107,2019/1/1 0:00,2671
108,2019/1/1 0:00,3529
109,2019/1/1 0:00,0
110,2019/1/1 0:00,0
111,2019/1/1 0:00,720
112,2019/1/1 0:00,3524
113,2019/1/1 0:00,969
